country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy,continent,fossil_consumption,fossil_share,renewable_share,nuclear_share,biofuel_share,hydro_share,solar_share,wind_share,renewables_per_capita,fossil_per_capita
Colombia,2022,COL,51874028.0,40418973696.0,2.376,0.22,182.958,9.491,23.904,1.24,1.467,1.558,168.954,-9.429,-2.966,549.263,28.493,84.05,4.36,-2.524,-11.894,8855.739,459.383,5.159,4.676,84.98,84.52,13.871,6.102,35.045,1.1746610461790245e-05,0.0,6.345,25.138,399.236,20.71,8122.309,421.337,24.503,69.146,-0.329,-0.416,125.85,233.643,12.12,2426.076,-1.068,-1.342,2396.629,124.323,14.34,20.653,14.28,6.349,9.436,167.736,1195.396,62.01,3233.525,73.367,27.527,5.71,9.907,188.007,1230.095,63.81,3624.295,75.497,30.854,0.46,0.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.96,28.52,266.994,81.544,4.23,5146.969,2.397,10.81,8903.541,461.863,5.005,43.817,9.275,1.24,0.0,-2.642,-0.252,23.904,0.0,178.789,1.467,0.0,1.522,1629.332,609.344,5.71,9.907,188.007,1230.095,63.81,3624.295,75.497,30.854,55.596,0.465,1.31,9.446,0.49,25.26,0.58,0.215,23.83,0.037,0.195,1.349,0.07,3.763,0.083,0.032,South America,421.337,0.6914599963239155,0.3085400036760844,0.0,0.0155757667261842,0.2752730805587648,0.0021498529566222,0.0003200162798025,3.624299235062294e-06,8.122311226727949e-06
Congo,2022,COG,5970430.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.711,-2.786,26808.555,160.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Africa,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Costa Rica,2022,CRI,5180836.0,40418973696.0,0.0,0.0,0.0,0.0,3.86,0.02,0.158,0.0,37.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95,12.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.255,0.25,0.0,0.0,1.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,1795.077,9.3,0.0,73.634,0.0,0.0,0.0,0.0,2389.576,12.38,0.0,98.021,0.0,-0.68,-5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.255,0.25,0.0,0.0,0.0,0.0,0.0,1.979,0.0,0.0,1.66,1.64,0.0,0.0,320.412,316.551,0.0,13.143,12.985,0.0,2437.83,0.0,0.0,0.0,0.0,2389.576,12.38,0.0,98.021,0.0,0.0,0.0,0.0,11.581,0.06,0.0,0.475,0.0,0.0,0.0,0.0,262.506,1.36,0.0,10.768,0.0,North America,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Croatia,2022,HRV,4030361.0,40418973696.0,3.886,0.041,274.089,1.105,287.815,1.16,8.215,1.168,246.459,-0.975,-0.047,1186.811,4.783,382.1,1.54,0.0,0.0,0.0,0.0,10.907,5.057,18.81,14.12,14.928,-3.791,-3.727,2.3468121093867277e-05,0.0,0.062,0.043,1285.245,5.18,17149.828,69.12,36.686,73.077,-13.742,-3.882,24.37,900.664,3.63,6046.492,0.0,0.0,0.0,0.0,25.708,25.765,3.48,-23.949,-4.518,14.132,1327.425,5.35,3506.509,37.89,14.942,-12.037,-3.77,25.465,2218.163,8.94,6318.343,63.314,26.923,4.69,24.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.035,3.972,39.967,2.481,0.01,9916.524,0.0,0.0,0.0,0.0,0.071,42.255,3.813,1.17,0.01,1.742,0.077,290.297,2.481,946.139,8.286,0.071,4.032,3503.408,94.585,-12.037,-3.77,25.465,2218.163,8.94,6318.343,63.314,26.923,8.428,0.031,0.421,37.218,0.15,104.437,1.062,0.445,11.505,0.599,5.994,563.225,2.27,1487.169,16.076,6.337,Europe,69.12,0.7307712639424857,0.2692287360575144,0.0,0.0116826135222286,0.149410583073426,0.0044510228894645,0.0633715705450124,6.318292579746579e-06,1.7149828514120698e-05
Cyprus,2022,CYP,1251492.0,40418973696.0,3.383,0.008,205.064,0.257,47.943,0.06,1.141,0.0,589.354,-20.656,-0.099,304.29,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.26,5.26,16.573,6.352,1.896,2.5360130148654567e-05,0.0,0.0,0.0,3491.832,4.37,0.0,0.0,83.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.151,0.89,0.0,16.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.167,1.668,28.72,3491.832,4.37,22948.918,0.0,0.0,0.0,0.0,83.08,0.0,0.124,0.06,0.0,-35.012,-0.067,47.943,0.0,99.361,1.141,0.0,0.0,4202.983,31.738,0.0,0.0,0.0,711.151,0.89,0.0,16.92,0.0,36.828,0.445,1.671,487.418,0.61,1334.964,11.597,0.0,-9.012,-0.06,0.585,175.79,0.22,467.196,4.183,0.0,Asia,29.101,0.9169134791102149,0.0,0.0,0.0080975486798159,0.0,0.0526498204045623,0.0184321633373243,0.0,2.325304516529071e-05
Czechia,2022,CZE,10493990.0,40418973696.0,-4.932,-0.207,380.159,3.989,506.004,5.31,6.239,0.859,415.345,8.478,12.785,15589.091,163.592,3522.969,36.97,9.304,11.393,12753.845,133.839,43.438,35.236,71.58,85.11,18.332,-0.482,-2.247,4.424218052428104e-05,0.0,-0.64,-2.27,4156.665,43.62,33561.602,352.195,51.251,75.859,-18.667,-16.93,73.764,633.696,6.65,7029.213,0.0,0.0,0.0,0.0,7.813,15.888,35.35,-13.102,-0.846,5.457,193.444,2.03,519.975,2.385,1.175,0.016,0.023,112.082,3953.692,41.49,10680.549,48.749,24.141,-13.53,-18.902,0.946,0.446,77.61,2953.119,30.99,7395.684,36.412,16.716,1.66,1.875,114.839,0.0,0.0,10943.296,0.0,0.0,0.0,0.0,0.0,24.735,17.369,5.31,0.0,1.058,0.182,506.004,0.0,1655.097,6.239,0.0,3.741,8110.356,464.277,-1.923,-0.422,34.471,1000.573,10.5,3284.864,12.337,7.425,6.606,0.35,5.985,239.185,2.51,570.303,2.949,1.289,6.614,0.098,1.672,61.94,0.65,159.33,0.764,0.36,Europe,352.19500000000005,0.7585880842686588,0.07424662432125649,0.1671631375235042,0.0085918535701747,0.0117537590705548,0.012891011185133,0.0036012983628308,3.2848325565395047e-06,3.3561590967782515e-05
Denmark,2022,DNK,5882259.0,40418973696.0,-2.335,-0.071,502.087,2.953,1351.521,7.95,23.097,1.559,180.709,-3.262,-0.404,2039.191,11.995,615.41,3.62,0.0,0.0,0.0,0.0,10.517,6.333,35.78,34.42,18.174,0.633,1.191,3.219800420212711e-05,0.0,-3.581,-4.007,938.415,5.52,18338.973,107.875,16.037,56.957,-28.314,-6.709,16.986,175.103,1.03,2887.631,0.23,0.034,2486.99,14.629,2.992,8.968,6.22,-10.075,-0.004,0.038,3.4,0.02,6.494,0.058,0.02,7.853,5.197,81.522,4913.079,28.9,13858.966,83.963,43.043,1.36,3.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.099,3.107,78.894,147.902,0.87,13412.151,-1.603,-0.604,6296.887,37.04,2.528,41.655,23.934,7.95,0.0,-13.979,-3.89,1351.521,0.0,4068.906,23.097,0.0,12.637,5851.493,189.397,7.853,5.197,81.522,4913.079,28.9,13858.966,83.963,43.043,48.147,1.631,5.056,338.305,1.99,859.467,5.782,2.669,18.359,7.531,49.54,3219.852,18.94,8422.012,55.026,26.157,Europe,107.875,0.5695707957359409,0.4304292042640591,0.0,0.0155915880399372,0.0002006367577099,0.0266952486047825,0.2615669730777151,1.3858961327612404e-05,1.8339042874514708e-05
Ecuador,2022,ECU,18001002.0,40418973696.0,8.909,0.015,9.977,0.18,19.443,0.35,1.057,0.082,188.708,45.459,0.25,44.431,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366,32.13,33.12,15.143,3.065,6.505,1.2150268079521352e-05,0.0,6.454,9.265,446.642,8.04,8488.841,152.808,24.275,69.866,-5.55,-0.323,5.497,12.222,0.22,305.392,0.0,0.0,0.0,0.0,0.664,2.513,6.25,-3.673,-2.693,64.227,1368.257,24.63,3567.978,74.366,29.365,-3.618,-2.76,65.909,1393.256,25.08,3661.41,75.725,30.134,-0.99,-3.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.807,9.338,146.51,434.42,7.82,8139.018,1.709,5.039,16654.602,299.799,23.611,66.986,1.244,0.35,0.0,-6.088,-0.081,19.443,0.0,69.102,1.057,0.0,0.569,1839.897,218.717,-3.618,-2.76,65.909,1393.256,25.08,3661.41,75.725,30.134,4.421,0.004,0.1,2.222,0.04,5.576,0.121,0.046,-2.274,-0.004,0.158,3.333,0.06,8.777,0.181,0.072,South America,152.80700000000002,0.6986516823109316,0.3013437455707604,0.0,0.000822981295464,0.2936534425764801,0.0004572118308133,0.000722394692685,3.661407292771814e-06,8.488805234286404e-06
Egypt,2022,EGY,110990096.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.367,1.077,0.152,128.533,14.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,207.27,208.09,18.824,4.964,52.277,9.960059859755415e-06,0.0,5.518,54.54,1664.473,184.74,9397.142,1042.99,88.779,94.348,-2.283,-14.195,607.476,1242.363,137.89,5473.244,-4.884,-33.112,5810.265,644.882,66.265,54.952,101.0,-3.421,-1.41,35.968,126.768,14.07,324.061,6.761,3.254,-3.143,-2.263,62.479,210.379,23.35,562.921,11.221,5.652,-0.82,-0.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.447,68.584,421.248,422.11,46.85,3795.365,1.079,3.716,3135.231,347.98,22.514,38.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1874.852,1105.468,-3.143,-2.263,62.479,210.379,23.35,562.921,11.221,5.652,-1.021,-0.184,13.102,45.5,5.05,118.045,2.427,1.185,-4.406,-0.669,13.409,38.112,4.23,120.816,2.033,1.213,Africa,1042.99,0.9434827602427207,0.05651814435153256,0.0,0.0,0.0325364461024652,0.0118519939066531,0.0121297043424142,5.629241009035617e-07,9.397144768664763e-06
El Salvador,2022,SLV,6336393.0,40418973696.0,0.0,0.0,0.0,0.0,71.018,0.45,5.906,0.0,194.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.28,7.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.95,2.04,0.0,0.0,26.772,0.0,0.0,0.0,0.0,164.131,1.04,0.0,0.0,0.0,0.0,0.0,13.648,0.0,1.48,0.0,0.0,0.0,380.343,2.41,0.0,31.627,0.0,0.0,0.0,0.0,880.627,5.58,0.0,73.228,0.0,0.66,7.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.818,1.0,0.0,0.0,0.0,0.0,0.0,13.123,0.0,0.0,2.05,1.6,0.0,0.0,323.528,252.51,0.0,26.903,20.997,0.0,1202.577,0.0,0.0,0.0,0.0,880.627,5.58,0.0,73.228,0.0,0.0,0.0,0.0,173.6,1.1,0.0,14.436,0.0,0.0,0.0,0.0,3.156,0.02,0.0,0.262,0.0,North America,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Equatorial Guinea,2022,GNQ,1674916.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.823,-6.949,38088.094,63.794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Africa,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,2022,EST,1326064.0,40418973696.0,0.0,0.0,363.841,0.482,1877.738,2.49,29.856,0.782,464.029,7.144,2.269,25660.084,34.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.177,9.35,8.34,13.524,0.069,0.043,4.6504542767166593e-05,0.0,-0.426,-0.224,3521.7,4.67,39405.848,52.255,55.995,84.735,-25.536,-1.242,3.621,30.164,0.04,2730.869,0.0,0.0,0.0,0.0,0.48,5.872,3.87,1.914,0.001,0.061,15.082,0.02,46.085,0.24,0.099,3.455,0.266,9.414,2767.589,3.67,7099.013,44.005,15.265,1.01,10.802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.887,-1.251,14.606,3491.536,4.63,11014.897,0.0,0.0,0.0,0.0,55.516,23.685,5.602,2.49,0.0,-2.741,-0.158,1877.738,0.0,4224.885,29.856,0.0,9.085,6289.29,61.668,3.455,0.266,9.414,2767.589,3.67,7099.013,44.005,15.265,67.299,0.618,1.544,399.679,0.53,1164.383,6.355,2.504,-9.806,-0.194,1.724,475.09,0.63,1299.819,7.554,2.795,Europe,52.254000000000005,0.8473438412142441,0.15265615878575597,0.0,0.0078160472206006,0.0009891678017772,0.0250372964908866,0.0279561522994097,7.099204864923563e-06,3.940533790224303e-05
Finland,2022,FIN,5540745.0,40418973696.0,87.786,6.376,2461.647,13.639,2514.102,13.93,19.085,4.175,130.977,-0.129,-0.044,6123.523,33.929,536.029,2.97,0.0,0.0,0.0,0.0,4.069,10.385,85.51,72.99,22.34,2.166,6.927,5.896607766645099e-05,0.0,-5.895,-8.632,1418.582,7.86,24868.705,137.791,10.769,42.175,-47.894,-9.95,10.826,238.235,1.32,1953.809,0.0,0.0,0.0,0.0,1.808,3.313,9.56,-13.487,-5.703,35.617,2479.811,13.74,6428.19,18.824,10.901,14.617,15.558,188.925,11754.736,65.13,34097.453,89.231,57.825,12.52,14.642,6.962,3.894,63.148,4522.857,25.06,11396.982,34.333,19.328,1.486,1.362,93.037,644.318,3.57,16791.373,0.0,0.0,0.0,0.0,4.891,28.476,44.666,13.93,0.0,3.041,1.318,2514.102,0.0,8061.314,19.085,0.0,13.671,13173.318,326.716,18.622,11.664,125.778,7231.879,40.07,22700.471,54.898,38.497,5.807,0.042,0.821,54.144,0.3,148.123,0.411,0.251,45.525,9.631,31.035,2183.822,12.1,5601.196,16.578,9.499,Europe,137.792,0.4217485522594547,0.38497655456114793,0.1932810147039018,0.0417457363581826,0.109015169137722,0.0025128858090818,0.0949907564979982,2.270055741601536e-05,2.4868857888244272e-05
France,2022,FRA,64626624.0,40418973696.0,18.942,6.599,641.209,41.439,155.044,10.02,2.134,1.779,84.817,-6.084,-3.852,920.022,59.458,68.083,4.4,0.0,0.0,0.0,0.0,0.937,2.552,484.59,469.48,20.15,-10.774,-281.325,3.605179809485329e-05,0.0,-4.02,-52.432,882.918,57.06,19371.66,1251.925,12.154,53.733,-10.849,-46.696,383.718,665.36,43.0,5937.455,0.0,0.0,0.0,0.0,9.159,16.469,39.82,-24.005,-37.279,116.242,714.566,46.18,1798.676,9.836,4.989,-16.007,-228.893,1077.981,6381.581,412.42,16680.135,87.846,46.267,15.11,3.118,-22.309,-215.201,737.357,4598.724,297.2,11409.492,63.304,31.648,-0.232,-1.883,808.749,149.474,9.66,12514.184,0.0,0.0,0.0,0.0,2.058,34.712,31.367,10.6,0.58,5.237,1.561,164.019,8.975,485.354,2.258,0.124,1.346,7264.499,2329.906,-0.573,-13.691,340.624,1782.857,115.22,5270.644,24.542,14.62,31.953,12.564,52.484,309.16,19.98,812.113,4.256,2.253,3.352,2.863,99.091,595.111,38.46,1533.291,8.192,4.253,Europe,1251.925,0.5373285445850605,0.146196455994362,0.3164749994205775,0.0177856960752923,0.0498912831676471,0.022526230671967,0.0425300419845264,5.2706451136918434e-06,1.9371660199981972e-05
Gabon,2022,GAB,2388997.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.427,5.709,46427.254,110.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Africa,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,2022,GEO,3744385.0,40418973696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.83,14.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.356,3.39,0.0,0.0,23.806,0.0,0.0,0.0,0.0,905.356,3.39,0.0,0.0,0.0,0.0,0.0,23.806,0.0,1.92,0.0,0.0,0.0,2876.307,10.77,0.0,75.632,0.0,0.0,0.0,0.0,2897.672,10.85,0.0,76.194,0.0,0.59,3.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3803.028,0.0,0.0,0.0,0.0,2897.672,10.85,0.0,76.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.365,0.08,0.0,0.562,0.0,Asia,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Germany,2022,DEU,83369840.0,40418973696.0,-0.588,-0.205,416.013,34.683,567.351,47.3,8.123,1.015,385.467,4.066,25.288,7763.265,647.222,2171.049,181.0,4.909,15.725,4030.934,336.058,31.085,18.945,555.03,582.28,17.044,-3.752,-133.169,4.097749258005053e-05,0.0,-3.575,-96.504,3546.846,295.7,31225.268,2603.246,50.783,76.201,-15.743,-144.415,772.9,1155.214,96.31,9270.737,-6.162,-2.795,510.649,42.573,16.54,22.624,224.45,-10.973,-5.811,45.625,209.308,17.45,547.259,2.997,1.336,-4.34,-36.665,813.041,3437.454,286.58,9752.221,49.217,23.799,-27.25,-4.91,-49.805,-86.77,86.812,437.928,36.51,1041.292,6.27,2.541,1.949,22.623,1183.124,220.583,18.39,14191.266,0.0,0.0,0.0,0.0,3.158,34.632,160.801,47.54,0.24,0.065,0.102,570.23,2.879,1928.766,8.164,0.041,4.707,6984.301,3416.287,7.347,50.105,726.229,2999.526,250.07,8710.929,42.947,21.258,23.2,29.373,158.48,707.45,58.98,1900.926,10.129,4.639,9.281,26.646,326.64,1512.537,126.1,3917.965,21.656,9.561,Europe,2603.246,0.7620103346118169,0.21257845140059956,0.0254112139875835,0.0101522500890586,0.0133551425860883,0.0463895451406746,0.0956125758755046,8.7109319149467e-06,3.122527283247755e-05
Greece,2022,GRC,10384972.0,40418973696.0,-10.074,-0.261,224.004,2.326,48.146,0.5,0.953,0.737,343.822,0.51,0.102,1927.131,20.013,525.76,5.46,13.294,2.225,1825.93,18.962,10.412,6.337,55.89,52.44,16.605,4.396,13.298,3.041038531447172e-05,0.0,4.665,11.277,2862.791,29.73,24361.199,252.99,56.693,80.108,-11.226,-7.836,61.967,1883.491,19.56,5966.988,0.0,0.0,0.0,0.0,37.3,19.622,18.03,-22.921,-3.584,11.863,455.466,4.73,1142.348,9.02,3.756,2.8,2.022,62.82,2186.814,22.71,6049.146,43.307,19.892,3.45,6.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.507,19.011,171.01,453.54,4.71,16467.082,0.0,0.0,0.0,0.0,8.982,54.15,1.617,0.5,0.0,1.476,0.024,48.146,0.0,155.715,0.953,0.0,0.512,5049.604,315.811,2.8,2.022,62.82,2186.814,22.71,6049.146,43.307,19.892,36.226,4.909,18.649,637.46,6.62,1795.8,12.624,5.905,3.782,0.934,28.364,1045.742,10.86,2731.278,20.709,8.981,Europe,252.99,0.8010803930198759,0.19891644052930393,0.0,0.0073651646079458,0.0375636060808521,0.0590511413471981,0.0898132110661123,6.049125601879331e-06,2.4361163419602865e-05
Hong Kong,2022,HKG,7488863.0,40418973696.0,25.0,0.082,54.896,0.411,0.0,0.0,0.0,0.188,0.0,-1.646,-0.699,5577.059,41.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.131,0.0,36.233,16.597,-10.278,-25.009,2.9152355971794384e-05,0.0,-10.34,-25.082,0.0,0.0,29040.893,217.483,0.0,99.618,-6.444,-3.11,45.145,0.0,0.0,6028.294,0.0,0.0,0.0,0.0,0.0,20.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.785,0.073,0.834,19.008,0.142,111.412,0.393,0.382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.01,-21.273,130.572,0.0,0.0,17435.541,0.0,0.0,0.0,0.0,0.0,59.808,0.284,0.089,0.0,-2.915,-0.009,11.896,0.0,37.974,0.246,0.0,0.13,4838.312,218.318,16.785,0.073,0.834,19.008,0.142,111.412,0.393,0.382,0.0,0.0,0.136,6.975,0.052,18.185,0.144,0.062,0.0,0.0,0.003,0.137,0.001,0.357,0.003,0.001,Asia,217.483,0.9961753039144734,0.0038201156111726925,0.0,0.0018825749594628,0.0,0.0006229445121336,1.3741423061772276e-05,1.113653701503152e-07,2.9040857070025184e-05
Hungary,2022,HUN,9967304.0,40418973696.0,5.963,0.196,349.898,3.488,225.738,2.25,6.334,1.312,222.973,-13.379,-2.133,1385.822,13.813,290.951,2.9,-1.197,-0.108,891.243,8.883,8.164,5.198,47.67,35.52,13.367,-6.428,-18.256,2.6660469069670196e-05,0.0,-8.693,-19.225,1217.982,12.14,20260.748,201.945,34.178,75.995,-15.089,-16.311,91.793,888.906,8.86,9209.361,0.0,0.0,0.0,0.0,24.944,34.543,7.92,-16.889,-0.095,0.459,19.062,0.19,46.087,0.535,0.173,2.28,0.97,63.788,2345.669,23.38,6399.742,65.822,24.005,12.15,25.488,-1.111,-0.591,39.559,1590.199,15.85,3968.923,44.623,14.887,-0.804,-0.78,96.34,38.125,0.38,9665.565,0.0,0.0,0.0,0.0,1.07,36.254,6.584,2.26,0.01,-7.997,-0.567,226.741,1.003,660.609,6.363,0.028,2.478,3563.652,265.733,7.592,1.56,24.229,755.47,7.53,2430.819,21.199,9.118,22.478,2.188,12.121,448.466,4.47,1216.101,12.584,4.561,-8.958,-0.161,1.576,61.2,0.61,158.123,1.717,0.593,Europe,201.94600000000003,0.7599583040119219,0.0911779869267272,0.1488674722371703,0.013125957257849,0.0017272977010758,0.0456134541061893,0.0059307650912758,2.430847900294804e-06,2.026084485834886e-05
